stage_no,date,departure,arrival,profile_type,finish_type,rider_rank,rider,rider_slug,model_score,projected_scorito_points,expected_finish_low,expected_finish_high,confidence,uncertainty,role_assumption,specialty_score,ranking_score,historical_similarity_score,recent_profile_evidence_score,recent_course_evidence_score,role_factor,evidence
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,170,MCKENZIE Hamish,hamish-mckenzie,0.01023,0.0,162,178,0.37,high,inferred helper; tactics unconfirmed,0.0,0.0002,0.0,0.0731,0.0508,0.94,"2025 #3 ΔΕΗ Tour of Hellas (2.1) Team Jayco AlUla (hilly; field 80/127; ProfileScore 86, 2286vm, 151.58km; adjusted 0.039); 2025 #10 World Championships MU - Road Race (WC) (hilly; field-class proxy 0.51; one-day race proxy; exact profile unavailable; adjusted 0.027)"
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,171,SAMITIER Sergio,sergio-samitier,0.00983,0.0,164,178,0.506,high,inferred helper; tactics unconfirmed,0.001,0.001,0.0,0.0753,0.028,0.94,"2026 #21 Presidential Cycling Tour of Türkiye (2.Pro) (mountain; field 140/163; ProfileScore 374, 2372vm, 127.9km; adjusted 0.046); 2024 #13 Baloise Belgium Tour (2.Pro) (mountain; field 195/106; ProfileScore 358, 5006vm, 168.2km; adjusted 0.021)"
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,172,PEACE Oliver,oliver-peace,0.00973,0.0,165,179,0.404,high,inferred helper; tactics unconfirmed,0.0,0.0002,0.0,0.0741,0.042,0.94,"2025 #4 Orlen Nations Grand Prix (2.Ncup) Great Britain (hilly; field 9/153; ProfileScore 102, 2118vm, 143.3km; adjusted 0.025); 2025 #5 S7 Stage 7 - Kigali › Kigali (hilly; field 28/81; ProfileScore 124, 2238vm, 112.8km; adjusted 0.024)"
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,173,DE VYLDER Lindsay,lindsay-de-vylder,0.00939,0.0,165,181,0.369,high,inferred helper; tactics unconfirmed,0.0,0.0002,0.0,0.0651,0.0484,0.94,"2024 #2 Sparkassen Münsterland Giro (1.Pro) (hilly; field-class proxy 0.72; ProfileScore 0, 155.0km; adjusted 0.037); 2025 #8 Tour de Hongrie (2.Pro) (hilly; field 123/127; ProfileScore 55, 1931vm, 169.5km; adjusted 0.029)"
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,174,ARCAS Jorge,jorge-arcas,0.00934,0.0,167,181,0.469,high,inferred helper; tactics unconfirmed,0.0033,0.0023,0.0,0.0508,0.0383,0.94,"2025 #10 Vuelta a Andalucia Ruta Ciclista Del Sol (2.Pro) (hilly; field 298/117; ProfileScore 22, 1494vm, 194.3km; adjusted 0.031); 2026 #22 Vuelta a Burgos (2.Pro) (hilly; field 137/176; ProfileScore 138, 3461vm, 211.9km; adjusted 0.022)"
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,175,PALENI Enzo,enzo-paleni,0.00927,0.0,167,183,0.369,high,inferred helper; tactics unconfirmed,0.0,0.0005,0.0,0.0664,0.0396,0.94,"2024 #4 Giro d'Italia (2.UWT) (hilly; field 721/181; ProfileScore 59, 2197vm, 178.0km; adjusted 0.037); 2026 #19 S6 Stage 6 - Goizper-Antzuola › Bergara (hilly; field 119/132; ProfileScore 54, 1892vm, 174.2km; adjusted 0.023)"
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,176,ELOSEGUI Iñigo,inigo-elosegui,0.00736,0.0,168,184,0.367,high,inferred helper; tactics unconfirmed,0.0001,0.0002,0.0,0.0462,0.0394,0.94,"2026 #12 Baku-Khankendi Azerbaijan Cycling race (2.1) (hilly; field 70/138; ProfileScore 51, 1085vm, 152.8km; adjusted 0.037); 2024 #3 Volta a Portugal em Bicicleta (2.1) (hilly; field 38/128; ProfileScore 169, 2947vm, 164.5km; adjusted 0.017)"
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,177,MOSCON Gianni,gianni-moscon,0.00733,0.0,170,184,0.433,high,inferred helper; tactics unconfirmed,0.0037,0.0032,0.0,0.0291,0.0243,0.94,"2026 #1 UAE Tour (2.UWT) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.023); 2025 #23 Tirreno-Adriatico (2.UWT) (hilly; field 919/154; ProfileScore 17, 1008vm, 147.0km; adjusted 0.015)"
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,178,WILKSCH Hannes,hannes-wilksch,0.0069,0.0,171,185,0.434,high,inferred helper; tactics unconfirmed,0.0,0.0003,0.0,0.0432,0.0364,0.94,"2025 #27 Critérium du Dauphiné (2.UWT) (mountain; field 837/142; ProfileScore 259, 3531vm, 133.3km; adjusted 0.021); 2026 #21 DSSK (Donostia San Sebastian Klasikoa) (1.UWT) (hilly; field 40/115; ProfileScore 200, 4346vm, 191.2km; adjusted 0.020)"
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,179,SUNEKÆR NORSGAARD Mathias,mathias-norsgaard,0.00639,0.0,171,187,0.366,high,inferred helper; tactics unconfirmed,0.0001,0.0004,0.0,0.0425,0.0298,0.94,"2024 #9 Tour of the Alps (2.Pro) (hilly; field 719/185; ProfileScore 43, 1498vm, 188.6km; adjusted 0.022); 2025 #19 Tour of Guangxi (2.UWT) (hilly; field 326/146; ProfileScore 58, 1922vm, 214.0km; adjusted 0.016)"
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,180,OURSELIN Paul,paul-ourselin,0.00611,0.0,172,188,0.365,high,inferred helper; tactics unconfirmed,0.0027,0.0019,0.0,0.0327,0.019,0.94,"2025 #19 S6 Stage 6 - Bukowina Resort › Bukowina Tatrzańska (hilly; field 415/163; ProfileScore 204, 3465vm, 159.3km; adjusted 0.017); 2024 #5 Tour du Rwanda (2.1) (hilly; field 35/86; ProfileScore 55, 1804vm, 158.0km; adjusted 0.012)"
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,181,HAMILTON Lucas,lucas-hamilton,0.00571,0.0,174,188,0.433,high,inferred helper; tactics unconfirmed,0.0009,0.0009,0.0,0.035,0.0233,0.94,"2024 #8 AlUla Tour (2.1) (hilly; field-class proxy 0.60; ProfileScore 120, 2977vm, 185.6km; adjusted 0.021); 2025 #34 Tour de Suisse (2.UWT) (mountain; field 642/153; ProfileScore 302, 3887vm, 183.8km; adjusted 0.011)"
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,182,LE GAC Olivier,olivier-le-gac,0.00499,0.0,174,190,0.364,high,inferred helper; tactics unconfirmed,0.0021,0.0015,0.0,0.0239,0.0198,0.94,"2025 #20 Veneto Classic (1.Pro) (hilly; field 436/167; ProfileScore 33, 1245vm, 211.6km; adjusted 0.015); 2025 #23 Etoile de Bessèges - Tour du Gard (2.1) (hilly; field 358/90; ProfileScore 124, 1418vm, 119.0km; adjusted 0.010)"
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,183,VAN SINTMAARTENSDIJK Roel,roel-van-sintmaartensdijk,0.00424,0.0,175,191,0.365,high,inferred helper; tactics unconfirmed,0.0,0.0002,0.0,0.0292,0.0175,0.94,"2026 #7 Tour of Oman (2.Pro) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.013); 2026 #24 Tour of Hainan (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.010)"
3,24 August 2026,Gruissan - Aude,Font Romeu,mountain,summit,184,ROOSEN Timo,timo-roosen,0.00297,0.0,176,192,0.363,high,inferred helper; tactics unconfirmed,0.0011,0.0009,0.0,0.0135,0.0122,0.94,"2026 #33 Omloop Nieuwsblad ME (1.UWT) (hilly; field-class proxy 0.88; one-day race proxy; exact profile unavailable; adjusted 0.014); 2026 #22 S7 Stage 7 - Pont Louis Nucera › Isola (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.004)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,1,POGAČAR Tadej,tadej-pogacar,1.19137,33.98,1,4,0.9,medium,inferred protected option,0.9267,0.7731,1.0,1.6373,0.802,1.045,"2026 #1 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.588); 2026 #4 Tour de France (2.UWT) (mountain; field 1567/166; ProfileScore 438, 5624vm, 170.9km; adjusted 0.459)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,2,GALL Felix,felix-gall,0.90306,31.95,1,6,0.863,medium,inferred protected option,0.5982,0.5319,0.5643,1.6013,0.9795,1.045,"2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/171; ProfileScore 381, 4209vm, 133.0km; adjusted 0.462); 2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/163; ProfileScore 379, 3751vm, 200.0km; adjusted 0.461)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,3,CARAPAZ Richard,richard-carapaz,0.85075,30.92,1,6,0.893,medium,inferred protected option,0.5182,0.5008,0.6552,1.3181,0.8574,1.045,"2026 #1 Tour de France (2.UWT) (mountain; field 1567/166; ProfileScore 438, 5624vm, 170.9km; adjusted 0.596); 2026 #1 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.572)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,4,JOHANNESSEN Tobias Halland,tobias-halland-johannessen,0.75623,28.83,1,8,0.853,medium,inferred protected option,0.5045,0.4632,0.3098,1.317,0.7951,1.045,"2026 #5 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.415); 2026 #5 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.404)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,5,KUSS Sepp,sepp-kuss,0.73978,27.1,1,9,0.84,medium,inferred protected option,0.4299,0.3913,0.7048,1.2379,0.777,1.045,"2026 #1 Giro d'Italia (2.UWT) (mountain; field 955/167; ProfileScore 396, 4888vm, 151.0km; adjusted 0.503); 2026 #3 Tour de France (2.UWT) (mountain; field 1567/166; ProfileScore 438, 5624vm, 170.9km; adjusted 0.501)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,6,SKJELMOSE Mattias,mattias-skjelmose-jensen,0.67127,24.92,1,11,0.74,medium,inferred protected option,0.5529,0.5192,0.0,1.1783,0.1886,1.045,"2026 #2 Itzulia Basque Country (2.UWT) (mountain; field 702/162; ProfileScore 224, 3191vm, 164.1km; adjusted 0.383); 2026 #4 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/116; ProfileScore 389, 4051vm, 120.1km; adjusted 0.353)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,7,RICCITELLO Matthew,matthew-riccitello,0.42117,23.77,3,11,0.814,medium,inferred co-option,0.3009,0.291,0.1928,0.8291,0.1994,1.0,"2026 #5 Tour de Suisse (2.UWT) (mountain; field 584/133; ProfileScore 424, 4451vm, 150.7km; adjusted 0.297); 2026 #11 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.246)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,8,TEJADA Harold,harold-tejada,0.41481,22.17,3,13,0.748,medium,inferred protected option,0.2696,0.2612,0.1034,0.8357,0.4108,1.045,"2026 #4 UAE Tour (2.UWT) (mountain; field 528/155; ProfileScore 334, 2617vm, 183.0km; adjusted 0.308); 2026 #10 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.269)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,9,ALMEIDA João,joao-almeida,0.41473,20.66,3,15,0.62,medium-high,inferred co-option,0.4961,0.3804,0.0,0.6952,0.1363,1.0,"2026 #4 Volta ao Algarve em Bicicleta (2.Pro) (mountain; field 652/172; ProfileScore 188, 2252vm, 148.4km; adjusted 0.290); 2025 #1 Paris-Nice (2.UWT) (mountain; field 868/158; ProfileScore 148, 2737vm, 163.4km; adjusted 0.198)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,10,ROGLIČ Primož,primoz-roglic,0.34778,19.51,4,16,0.62,medium-high,inferred protected option,0.3634,0.2781,0.0,0.7478,0.1956,1.045,"2026 #3 Itzulia Basque Country (2.UWT) (mountain; field 702/162; ProfileScore 224, 3191vm, 164.1km; adjusted 0.351); 2026 #3 Tour de Romandie (2.UWT) (mountain; field 447/100; ProfileScore 225, 3487vm, 178.2km; adjusted 0.299)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,11,PEDERSEN Mads,mads-pedersen,0.317,18.35,6,16,0.673,medium-high,inferred co-option,0.0859,0.1896,0.2643,0.719,0.3646,1.0,"2026 #1 Tour de France (2.UWT) (hilly; field 1567/187; ProfileScore 108, 2784vm, 181.9km; adjusted 0.297); 2026 #4 Tour de France (2.UWT) (hilly; field 1567/189; ProfileScore 16, 167vm, 19.6km; adjusted 0.199)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,12,ONLEY Oscar,oscar-onley,0.31406,17.17,7,17,0.696,medium-high,inferred protected option,0.2373,0.2326,0.0,0.646,0.1861,1.045,"2026 #2 Volta ao Algarve em Bicicleta (2.Pro) (mountain; field 652/172; ProfileScore 188, 2252vm, 148.4km; adjusted 0.346); 2025 #1 Tour de Suisse (2.UWT) (mountain; field 642/153; ProfileScore 302, 3887vm, 183.8km; adjusted 0.188)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,13,TULETT Ben,ben-tulett,0.31209,16.26,7,19,0.618,medium-high,inferred co-option,0.1852,0.2188,0.0,0.7181,0.2801,1.0,"2026 #5 S6 Stage 6 - Goizper-Antzuola › Bergara (mountain; field 702/162; ProfileScore 224, 3191vm, 164.1km; adjusted 0.271); 2026 #5 Vuelta a Burgos (2.Pro) (mountain; field 232/141; ProfileScore 357, 4034vm, 125.0km; adjusted 0.209)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,14,MAS Enric,enric-mas,0.2663,15.11,9,19,0.683,medium-high,inferred protected option,0.2014,0.1779,0.0,0.644,0.2759,1.045,"2026 #6 Tour de Suisse (2.UWT) (mountain; field 584/133; ProfileScore 424, 4451vm, 150.7km; adjusted 0.272); 2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/178; ProfileScore 177, 2939vm, 195.0km; adjusted 0.232)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,15,BILBAO Pello,pello-bilbao,0.24985,14.34,9,21,0.618,medium-high,inferred protected option,0.1546,0.188,0.0,0.5567,0.2423,1.045,"2026 #6 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 851/184; ProfileScore 199, 4101vm, 259.5km; adjusted 0.167); 2026 #5 S4 Stage 4 - Palazuelos de Muñó › Briviesca (hilly; field 746/186; ProfileScore 258, 4284vm, 221.2km; adjusted 0.161)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,16,PARET-PEINTRE Valentin,valentin-paret-peintre,0.2451,13.11,12,20,0.76,medium,inferred protected option,0.047,0.0609,0.2717,0.9083,0.5069,1.045,"2026 #4 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.441); 2026 #5 Volta Ciclista a Catalunya (2.UWT) (mountain; field 821/163; ProfileScore 389, 4390vm, 153.1km; adjusted 0.337)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,17,VAN AERT Wout,wout-van-aert,0.23957,12.83,11,23,0.534,medium-high,inferred helper; tactics unconfirmed,0.0803,0.1976,0.0,0.5094,0.1946,0.94,"2026 #2 La Vuelta Ciclista a España (2.UWT) (hilly; field-class proxy 0.88; one-day race proxy; exact profile unavailable; adjusted 0.208); 2026 #3 S6 Stage 6 - Saint-Vulbas › Crest-Voland (hilly; field 1072/182; ProfileScore 82, 2545vm, 298.0km; adjusted 0.201)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,18,GARCÍA PIERNA Raúl,raul-garcia-pierna,0.2343,11.66,13,23,0.708,medium-high,inferred co-option,0.0838,0.0752,0.0632,0.92,0.633,1.0,"2026 #2 Itzulia Basque Country (2.UWT) (mountain; field 702/141; ProfileScore 199, 3081vm, 135.2km; adjusted 0.378); 2026 #6 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.370)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,19,BRENNER Marco,marco-brenner,0.20888,11.23,13,25,0.573,medium-high,inferred protected option,0.0169,0.1339,0.0,0.4447,0.3066,1.045,"2026 #2 Tour de Pologne (2.UWT) (hilly; field 462/153; ProfileScore 120, 1977vm, 218.9km; adjusted 0.173); 2026 #3 Tour de Pologne (2.UWT) (hilly; field 462/148; ProfileScore 239, 2794vm, 125.5km; adjusted 0.167)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,20,VINE Jay,jay-vine,0.20528,10.44,14,26,0.62,medium-high,inferred helper; tactics unconfirmed,0.156,0.1777,0.0,0.4843,0.2064,0.94,"2025 #1 S11 Stage 11 - Bilbao › Bilbao (mountain; field 872/189; ProfileScore 239, 3602vm, 170.3km; adjusted 0.191); 2026 #1 Santos Tour Down Under (2.UWT) (hilly; field 412/150; ProfileScore 169, 2787vm, 148.1km; adjusted 0.189)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,21,UIJTDEBROEKS Cian,cian-uijtdebroeks,0.20421,9.8,15,27,0.62,medium-high,inferred helper; tactics unconfirmed,0.1108,0.1235,0.0,0.714,0.3182,0.94,"2026 #5 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/138; ProfileScore 413, 3728vm, 133.6km; adjusted 0.327); 2026 #4 Itzulia Basque Country (2.UWT) (mountain; field 702/162; ProfileScore 224, 3191vm, 164.1km; adjusted 0.322)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,22,LEKNESSUND Andreas,andreas-leknessund,0.19747,9.19,16,28,0.625,medium-high,inferred co-option,0.0328,0.0764,0.0613,0.6144,0.5492,1.0,"2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/168; ProfileScore 181, 3257vm, 202.0km; adjusted 0.236); 2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/180; ProfileScore 152, 1804vm, 156.0km; adjusted 0.220)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,23,LAPORTE Christophe,christophe-laporte,0.19011,8.85,17,29,0.521,medium-high,inferred helper; tactics unconfirmed,0.0309,0.1301,0.0,0.5244,0.1661,0.94,"2026 #1 S5 Stage 5 - La Roda de Andalucía › Lucena (mountain; field 331/130; ProfileScore 102, 2744vm, 150.1km; adjusted 0.283); 2026 #3 Amstel Gold Race (1.UWT) (hilly; field 790/185; ProfileScore 42, 1232vm, 240.8km; adjusted 0.182)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,24,FORTUNATO Lorenzo,lorenzo-fortunato,0.18281,8.09,19,29,0.644,medium-high,inferred co-option,0.1016,0.094,0.0,0.7675,0.3128,1.0,"2026 #4 Tour de Romandie (2.UWT) (mountain; field 447/104; ProfileScore 237, 3583vm, 149.6km; adjusted 0.276); 2026 #4 Tour de Romandie (2.UWT) (mountain; field 447/100; ProfileScore 225, 3487vm, 178.2km; adjusted 0.274)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,25,FISHER-BLACK Finn,finn-fisher-black,0.1827,7.68,19,31,0.606,medium-high,inferred co-option,0.018,0.1081,0.0,0.5918,0.1774,1.0,"2026 #2 Tour de Romandie (2.UWT) (mountain; field 447/107; ProfileScore 101, 2270vm, 176.6km; adjusted 0.308); 2026 #2 S6 Stage 6 - Saint-Vulbas › Crest-Voland (hilly; field 773/155; ProfileScore 54, 2111vm, 167.4km; adjusted 0.190)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,26,CASTRILLO Pablo,pablo-castrillo-zapater,0.18204,7.15,21,31,0.658,medium-high,inferred helper; tactics unconfirmed,0.0881,0.0962,0.0,0.655,0.4437,0.94,"2026 #7 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.340); 2026 #3 Tour de Romandie (2.UWT) (mountain; field 447/104; ProfileScore 237, 3583vm, 149.6km; adjusted 0.301)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,27,BRENNAN Matthew,matthew-brennan,0.1737,7.03,20,34,0.48,high,inferred helper; tactics unconfirmed,0.0159,0.102,0.0,0.6286,0.3258,0.94,"2026 #1 La Vuelta Ciclista a España (2.UWT) (hilly; field 837/12; ProfileScore 96, 3028vm, 214.3km; adjusted 0.221); 2026 #1 Ronde van Vlaanderen ME (1.UWT) (hilly; field 644/186; ProfileScore 55, 2055vm, 194.9km; adjusted 0.211)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,28,BUITRAGO Santiago,santiago-buitrago-sanchez,0.17347,6.5,22,34,0.566,medium-high,inferred co-option,0.0888,0.0963,0.0,0.6039,0.3549,1.0,"2025 #3 Tour de France (2.UWT) (mountain; field 1711/174; ProfileScore 302, 2929vm, 171.5km; adjusted 0.217); 2026 #11 Volta Ciclista a Catalunya (2.UWT) (mountain; field 821/163; ProfileScore 389, 4390vm, 153.1km; adjusted 0.200)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,29,BELOKI Markel,markel-beloki,0.16567,5.86,25,33,0.826,medium,inferred co-option,0.0122,0.0899,0.0644,0.4902,0.1848,1.0,"2026 #1 Tour de l'Ain (2.1) (mountain; field 64/117; ProfileScore 138, 2203vm, 161.9km; adjusted 0.177); 2026 #12 Giro d'Italia (2.UWT) (mountain; field 955/188; ProfileScore 89, 1600vm, 138.0km; adjusted 0.165)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,30,ROMEO Iván,ivan-romeo,0.16498,5.69,25,35,0.673,medium-high,inferred helper; tactics unconfirmed,0.0155,0.113,0.0,0.4986,0.2336,0.94,"2026 #1 Vuelta a Andalucia Ruta Ciclista Del Sol (2.Pro) (hilly; field 331/125; ProfileScore 121, 2749vm, 138.6km; adjusted 0.166); 2025 #1 Volta a la Comunitat Valenciana (2.Pro) (mountain; field 499/165; ProfileScore 156, 2997vm, 180.3km; adjusted 0.160)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,31,HIRT Jan,jan-hirt,0.15573,5.31,27,35,0.788,medium,inferred protected option,0.0138,0.0338,0.1957,0.5726,0.3256,1.045,"2026 #9 Giro d'Italia (2.UWT) (mountain; field 955/171; ProfileScore 381, 4209vm, 133.0km; adjusted 0.251); 2026 #11 Giro d'Italia (2.UWT) (mountain; field 955/167; ProfileScore 396, 4888vm, 151.0km; adjusted 0.211)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,32,ZANA Filippo,filippo-zana,0.15137,5.16,26,38,0.622,medium-high,inferred co-option,0.0287,0.0673,0.1476,0.4585,0.1939,1.0,"2026 #1 Giro di Sardegna (2.1) (mountain; field 66/168; ProfileScore 180, 3210vm, 153.6km; adjusted 0.195); 2026 #4 Tour de Suisse (2.UWT) (hilly; field 584/146; ProfileScore 118, 2460vm, 157.7km; adjusted 0.160)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,33,RODRÍGUEZ Carlos,carlos-rodriguez-cano,0.14665,4.9,27,39,0.62,medium-high,inferred co-option,0.0995,0.0763,0.0,0.5782,0.1659,1.0,"2026 #6 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/116; ProfileScore 389, 4051vm, 120.1km; adjusted 0.297); 2026 #2 Tour de la Provence (2.1) (mountain; field 160/112; ProfileScore 224, 3188vm, 174.9km; adjusted 0.224)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,34,DEBRUYNE Ramses,ramses-debruyne,0.1458,4.62,29,39,0.671,medium-high,inferred protected option,0.0448,0.0382,0.0424,0.5883,0.4111,1.045,"2026 #2 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/163; ProfileScore 234, 3202vm, 146.2km; adjusted 0.218); 2026 #9 Itzulia Basque Country (2.UWT) (mountain; field 702/141; ProfileScore 199, 3081vm, 135.2km; adjusted 0.206)"
4,25 August 2026,Andorra la Vella,Andorra la Vella,mountain,flat,35,RODRÍGUEZ Cristián,cristian-rodriguez,0.14543,4.41,29,41,0.62,medium-high,inferred helper; tactics unconfirmed,0.0576,0.0525,0.0,0.7437,0.382,0.94,"2026 #5 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/116; ProfileScore 389, 4051vm, 120.1km; adjusted 0.324); 2026 #2 Tour of Oman (2.Pro) (mountain; field 338/123; ProfileScore 215, 1369vm, 155.9km; adjusted 0.277)"
